@RELATION	HoldHazard

@ATTRIBUTE 	a	NUMERIC
@ATTRIBUTE 	b	NUMERIC
@ATTRIBUTE 	classAttribute	{true, false}

@DATA
0.4948539852181584, 0.48621626957766517, true
0.18449398493797253, 0.944539553801606, false
0.7077091438792337, 0.11532621192865067, false
0.28077652177573653, 0.8779894026134905, false
0.865993712845562, 0.0646429627927072, false
0.6486756900513876, 0.7407238694629613, true
0.7144320126259112, 0.07642718308824381, false
0.8353988304858511, 0.926438742942146, true
0.9637096076515309, 0.04484189400665861, false
0.05756175096592253, 0.011370403613615965, true
0.7385609867288311, 0.3572317843621281, false
0.39801807687262325, 0.49201038758203264, true
0.27456888906166066, 0.051779174150866525, true
0.6465570314545321, 0.43222948661155836, false
0.19134249373266987, 0.024721558132898225, true
0.22200020089385675, 0.03864065187771104, true
0.5222805358750093, 0.5369168478333103, true
0.8563918863846073, 0.21525675464893101, false
0.5649152029341409, 0.5673947076063776, true
0.4963914832005951, 0.961975583792032, false
0.5308706277988248, 0.1406329090942322, false
0.18264098255621575, 0.07615104224265667, true
0.9207600448908977, 0.6146503126461418, true
0.5047939010785969, 0.9924863126745318, true
0.5268836507899436, 0.058608721917482676, false
0.5980569384676715, 0.7537110514816538, true
0.9753792637704418, 0.2714679507120491, false
0.5465087360319378, 0.04298127432056664, false
0.7595159387284639, 0.6973398881036813, true
0.4891252954667733, 0.9286672923281967, false
0.7871107737848322, 0.47853884932791335, false
0.6863544034373439, 0.4731716371180291, false
0.5675873680699406, 0.15392696646445836, false
0.29824682983186546, 0.639645136345168, false
0.2979838860660259, 0.05800523667054902, true
0.6495648360510183, 0.9939463174084285, true
0.27225781327783527, 0.3053021679002669, true
0.31295363628467965, 0.5439156495101133, false
0.23452298270144967, 0.3549635175164243, true
0.4281747866773411, 0.6840126033853726, false
0.5243944424295643, 0.5420483781669648, true
0.2935650744354936, 0.6205902327523611, false
0.12140494351431286, 0.6348881274026662, false
0.41529804650507407, 0.8415587235031666, false
0.9854961298298776, 0.4319666850477215, false
0.8806899416073404, 0.1639152366852158, false
0.41187711837509877, 0.647131818898523, false
0.13370511578380517, 0.6435948332039871, false
0.4710812214871072, 0.8485487542848673, false
0.9739811051008384, 0.1643231528641942, false
0.988841583573518, 0.014659150887642802, false
0.8751063456980085, 0.8356282865497661, true
0.9354449675389197, 0.34951007452604854, false
0.523548815785341, 0.42489618296486453, false
0.5405121993658805, 0.3601687633939199, false
0.8165469614515798, 0.924329674017823, true
0.9266928500325294, 0.8405408254212388, true
0.4254389435285576, 0.010898795661838934, true
0.5645507660207129, 0.3287614249181031, false
0.43032011208009713, 0.5958458283225099, false
0.3909560083873007, 0.8094297707267799, false
0.4625824234055723, 0.880035303570475, false
0.004588266486357684, 0.9173094720708228, false
0.2538042303437956, 0.33241613796087466, true
0.9546950281975963, 0.6657184893465479, true
0.48262211594650617, 0.7910888539660016, false
0.7730378282795057, 0.7706843229954256, true
0.33563106428534284, 0.4499482585858964, true
0.06399834785786562, 0.9710412195065472, false
0.25402340761665376, 0.8385979177956902, false
0.664105221355045, 0.3549980941482056, false
0.9245903285292771, 0.029209494850075846, false
0.6097816902288623, 0.5953072341122569, true
0.6918747324365979, 0.2112267526551701, false
0.4109034724021149, 0.168015562345168, true
0.2176775678751932, 0.46329027809906087, true
0.9177944087485325, 0.08388158127857692, false
0.39478422917742506, 0.021485886991607916, true
0.8905778370098402, 0.3968929114248432, false
0.23369136752605424, 0.5939958113924115, false
0.23233934147098145, 0.7709207728055713, false
0.6842789609077037, 0.3044589447426579, false
0.7313469427378348, 0.6833993340729366, true
0.12878597351249, 0.659822135867834, false
0.0726122785038964, 0.4240194259532095, true
0.588112665458188, 0.533192058839577, true
0.8253671119447505, 0.9067777269926566, true
0.5203858674363943, 0.528172950696308, true
0.09056724144705874, 0.45532407620985527, true
0.4588886051419441, 0.24840228964096145, true
0.5013253719361543, 0.14440091504495145, false
0.6358683665452624, 0.934473522600822, true
0.30921404538077757, 0.9842708295093748, false
0.16940350664759807, 0.6501608124377589, false
0.36066784091004656, 0.22037947117914714, true
0.35242048778677615, 0.7008376372065317, false
0.8702540663353924, 0.2871024829957485, false
0.07611901788237507, 0.24920784888955771, true
0.031369585857169646, 0.502277381513701, false
