@RELATION	HoldHazard

@ATTRIBUTE 	a	NUMERIC
@ATTRIBUTE 	b	NUMERIC
@ATTRIBUTE 	classAttribute	{true, false}

@DATA
0.36790947381019734, 0.5450574692759081, false
0.39752753803649643, 0.5921303783829989, false
0.4119011022270216, 0.5979541988605607, false
0.3625408274720301, 0.19471891437141986, true
0.2794720758673941, 0.03859208138885373, true
0.40153900894986483, 0.3647371628662637, true
0.26683984794147786, 0.5111616617147161, false
0.7037149881162502, 0.1342739770397493, false
0.6940085999565767, 0.2524378045712169, false
0.8184726604991929, 0.41752816700337403, false
0.2956231294109155, 0.6552719157186941, false
0.7996630817267566, 0.33787939858416627, false
0.3029517028458505, 0.6901515756852873, false
0.09974156966171155, 0.09401156196532601, true
0.09947434449369041, 0.9855175945695754, false
0.05188891157322906, 0.7502500598333074, false
0.9077487187122707, 0.263035565461329, false
0.30645993974401975, 0.30990888092542446, true
0.6966713038054415, 0.12577754252859907, false
0.7726938503842178, 0.31032504075428147, false
0.38594608142333997, 0.9052770092235742, false
0.45743979315918604, 0.9643915018495841, false
0.4685195342557804, 0.3876778307536344, true
0.08972265416470604, 0.5657818422556898, false
0.37193445269426373, 0.7597060436977486, false
0.5732936300908501, 0.4736931968473487, false
0.23600205272256736, 0.041951334660261796, true
0.11888070860494004, 0.49781698036965627, true
0.2968857502998169, 0.6099520944814854, false
0.37367435246262826, 0.9153789434190214, false
0.7366364333762437, 0.14283671677869325, false
0.9876543371870196, 0.6694737907608361, true
0.6824133338496102, 0.48478073339110506, false
0.8346835328389998, 0.5215519400954476, true
0.021070889961648964, 0.45629812523504354, true
0.5408650438618157, 0.06079877697398173, false
0.8324865199538676, 0.6103917514317959, true
0.06347946923700865, 0.5092798190179658, false
0.5389501145934057, 0.2928471303270138, false
0.8108890884347113, 0.20410797366738354, false
0.3181308109483727, 0.13646009093318923, true
0.19711626193715137, 0.4865214093592021, true
0.9335826316252068, 0.2957478740463746, false
0.5843737816227921, 0.4826444123746054, false
0.8994450164562768, 0.31170046455374933, false
0.28264489878736765, 0.9218350962862869, false
0.814940505006632, 0.48538666444566536, false
0.6474813689307617, 0.7059078257657067, true
0.7794664060862676, 0.034737520762812335, false
0.3455079650681151, 0.41615028582936286, true
0.030522911818669063, 0.11058760809968693, true
0.5416923000901398, 0.32493810263346246, false
0.33441548232672114, 0.9560620035240821, false
0.10325907617115615, 0.7648830874121876, false
0.20361462156724663, 0.10765507297494925, true
0.9121984924386972, 0.9008334433112604, true
0.7148511170545679, 0.5568548775481263, true
0.03163807546532882, 0.04867746363737868, true
0.5584708864753689, 0.2179245675070708, false
0.7809185265457191, 0.6897848991115398, true
